Date,Symbol,Order,Shares
2008-08-04,AAPL,BUY,200
2008-08-04,AAPL,BUY,200
2008-08-05,AAPL,SELL,200
2008-08-05,AAPL,BUY,200
2008-08-06,AAPL,SELL,200
2008-08-06,AAPL,SELL,200
2008-08-07,AAPL,BUY,200
2008-08-07,AAPL,BUY,200
2008-08-08,AAPL,SELL,200
2008-08-08,AAPL,BUY,200
2008-08-11,AAPL,SELL,200
2008-08-11,AAPL,BUY,200
2008-08-12,AAPL,SELL,200
2008-08-12,AAPL,BUY,200
2008-08-13,AAPL,SELL,200
2008-08-13,AAPL,BUY,200
2008-08-14,AAPL,SELL,200
2008-08-14,AAPL,SELL,200
2008-08-15,AAPL,BUY,200
2008-08-15,AAPL,SELL,200
2008-08-18,AAPL,BUY,200
2008-08-18,AAPL,SELL,200
2008-08-19,AAPL,BUY,200
2008-08-19,AAPL,BUY,200
2008-08-20,AAPL,SELL,200
2008-08-20,AAPL,SELL,200
2008-08-21,AAPL,BUY,200
2008-08-21,AAPL,BUY,200
2008-08-22,AAPL,SELL,200
2008-08-22,AAPL,SELL,200
2008-08-25,AAPL,BUY,200
2008-08-25,AAPL,BUY,200
2008-08-26,AAPL,SELL,200
2008-08-26,AAPL,BUY,200
2008-08-27,AAPL,SELL,200
2008-08-27,AAPL,SELL,200
2008-08-28,AAPL,BUY,200
2008-08-28,AAPL,SELL,200
2008-08-29,AAPL,BUY,200
2008-08-29,AAPL,SELL,200
2008-09-02,AAPL,BUY,200
2008-09-02,AAPL,BUY,200
2008-09-03,AAPL,SELL,200
2008-09-03,AAPL,SELL,200
2008-09-04,AAPL,BUY,200
2008-09-04,AAPL,SELL,200
2008-09-05,AAPL,BUY,200
2008-09-05,AAPL,SELL,200
2008-09-08,AAPL,BUY,200
2008-09-08,AAPL,SELL,200
2008-09-09,AAPL,BUY,200
2008-09-09,AAPL,SELL,200
2008-09-10,AAPL,BUY,200
2008-09-10,AAPL,BUY,200
2008-09-11,AAPL,SELL,200
2008-09-11,AAPL,SELL,200
2008-09-12,AAPL,BUY,200
2008-09-12,AAPL,SELL,200
2008-09-15,AAPL,BUY,200
2008-09-15,AAPL,SELL,200
2008-09-16,AAPL,BUY,200
2008-09-16,AAPL,SELL,200
2008-09-17,AAPL,BUY,200
2008-09-17,AAPL,BUY,200
2008-09-18,AAPL,SELL,200
2008-09-18,AAPL,BUY,200
2008-09-19,AAPL,SELL,200
2008-09-19,AAPL,SELL,200
2008-09-22,AAPL,BUY,200
2008-09-22,AAPL,SELL,200
2008-09-23,AAPL,BUY,200
2008-09-23,AAPL,BUY,200
2008-09-24,AAPL,SELL,200
2008-09-24,AAPL,BUY,200
2008-09-25,AAPL,SELL,200
2008-09-25,AAPL,SELL,200
2008-09-26,AAPL,BUY,200
2008-09-26,AAPL,SELL,200
2008-09-29,AAPL,BUY,200
2008-09-29,AAPL,BUY,200
2008-09-30,AAPL,SELL,200
2008-09-30,AAPL,SELL,200
2008-10-01,AAPL,BUY,200
2008-10-01,AAPL,SELL,200
2008-10-02,AAPL,BUY,200
2008-10-02,AAPL,SELL,200
2008-10-03,AAPL,BUY,200
2008-10-03,AAPL,BUY,200
2008-10-06,AAPL,SELL,200
2008-10-06,AAPL,SELL,200
2008-10-07,AAPL,BUY,200
2008-10-07,AAPL,BUY,200
2008-10-08,AAPL,SELL,200
2008-10-08,AAPL,SELL,200
2008-10-09,AAPL,BUY,200
2008-10-09,AAPL,BUY,200
2008-10-10,AAPL,SELL,200
2008-10-10,AAPL,BUY,200
2008-10-13,AAPL,SELL,200
2008-10-13,AAPL,SELL,200
2008-10-14,AAPL,BUY,200
2008-10-14,AAPL,SELL,200
2008-10-15,AAPL,BUY,200
2008-10-15,AAPL,BUY,200
2008-10-16,AAPL,SELL,200
2008-10-16,AAPL,SELL,200
2008-10-17,AAPL,BUY,200
2008-10-17,AAPL,BUY,200
2008-10-20,AAPL,SELL,200
2008-10-20,AAPL,SELL,200
2008-10-21,AAPL,BUY,200
2008-10-21,AAPL,BUY,200
2008-10-22,AAPL,SELL,200
2008-10-22,AAPL,BUY,200
2008-10-23,AAPL,SELL,200
2008-10-23,AAPL,SELL,200
2008-10-24,AAPL,BUY,200
2008-10-24,AAPL,SELL,200
2008-10-27,AAPL,BUY,200
2008-10-27,AAPL,BUY,200
2008-10-28,AAPL,SELL,200
2008-10-28,AAPL,BUY,200
2008-10-29,AAPL,SELL,200
2008-10-29,AAPL,BUY,200
2008-10-30,AAPL,SELL,200
2008-10-30,AAPL,SELL,200
2008-10-31,AAPL,BUY,200
2008-10-31,AAPL,SELL,200
2008-11-03,AAPL,BUY,200
2008-11-03,AAPL,BUY,200
2008-11-04,AAPL,SELL,200
2008-11-04,AAPL,SELL,200
2008-11-05,AAPL,BUY,200
2008-11-05,AAPL,SELL,200
2008-11-06,AAPL,BUY,200
2008-11-06,AAPL,SELL,200
2008-11-07,AAPL,BUY,200
2008-11-07,AAPL,SELL,200
2008-11-10,AAPL,BUY,200
2008-11-10,AAPL,SELL,200
2008-11-11,AAPL,BUY,200
2008-11-11,AAPL,SELL,200
2008-11-12,AAPL,BUY,200
2008-11-12,AAPL,BUY,200
2008-11-13,AAPL,SELL,200
2008-11-13,AAPL,SELL,200
2008-11-14,AAPL,BUY,200
2008-11-14,AAPL,SELL,200
2008-11-17,AAPL,BUY,200
2008-11-17,AAPL,BUY,200
2008-11-18,AAPL,SELL,200
2008-11-18,AAPL,SELL,200
2008-11-19,AAPL,BUY,200
2008-11-19,AAPL,SELL,200
2008-11-20,AAPL,BUY,200
2008-11-20,AAPL,BUY,200
2008-11-21,AAPL,SELL,200
2008-11-21,AAPL,BUY,200
2008-11-24,AAPL,SELL,200
2008-11-24,AAPL,SELL,200
2008-11-25,AAPL,BUY,200
2008-11-25,AAPL,BUY,200
2008-11-26,AAPL,SELL,200
2008-11-26,AAPL,SELL,200
2008-11-28,AAPL,BUY,200
2008-11-28,AAPL,SELL,200
2008-12-01,AAPL,BUY,200
2008-12-01,AAPL,BUY,200
2008-12-02,AAPL,SELL,200
2008-12-02,AAPL,BUY,200
2008-12-03,AAPL,SELL,200
2008-12-03,AAPL,SELL,200
2008-12-04,AAPL,BUY,200
2008-12-04,AAPL,BUY,200
2008-12-05,AAPL,SELL,200
2008-12-05,AAPL,BUY,200
2008-12-08,AAPL,SELL,200
2008-12-08,AAPL,BUY,200
2008-12-09,AAPL,SELL,200
2008-12-09,AAPL,SELL,200
2008-12-10,AAPL,BUY,200
2008-12-10,AAPL,SELL,200
2008-12-11,AAPL,BUY,200
2008-12-11,AAPL,BUY,200
2008-12-12,AAPL,SELL,200
2008-12-12,AAPL,SELL,200
2008-12-15,AAPL,BUY,200
2008-12-15,AAPL,BUY,200
2008-12-16,AAPL,SELL,200
2008-12-16,AAPL,SELL,200
2008-12-17,AAPL,BUY,200
2008-12-17,AAPL,BUY,200
2008-12-18,AAPL,SELL,200
2008-12-18,AAPL,BUY,200
2008-12-19,AAPL,SELL,200
2008-12-19,AAPL,SELL,200
2008-12-22,AAPL,BUY,200
2008-12-22,AAPL,BUY,200
2008-12-23,AAPL,SELL,200
2008-12-23,AAPL,SELL,200
2008-12-24,AAPL,BUY,200
2008-12-24,AAPL,BUY,200
2008-12-26,AAPL,SELL,200
2008-12-26,AAPL,BUY,200
2008-12-29,AAPL,SELL,200
2008-12-29,AAPL,SELL,200
2008-12-30,AAPL,BUY,200
2008-12-30,AAPL,SELL,200
2008-12-31,AAPL,BUY,200
2008-12-31,AAPL,BUY,200
2009-01-02,AAPL,SELL,200
2009-01-02,AAPL,BUY,200
2009-01-05,AAPL,SELL,200
2009-01-05,AAPL,SELL,200
2009-01-06,AAPL,BUY,200
2009-01-06,AAPL,SELL,200
2009-01-07,AAPL,BUY,200
2009-01-07,AAPL,BUY,200
2009-01-08,AAPL,SELL,200
2009-01-08,AAPL,SELL,200
2009-01-09,AAPL,BUY,200
2009-01-09,AAPL,SELL,200
2009-01-12,AAPL,BUY,200
2009-01-12,AAPL,SELL,200
2009-01-13,AAPL,BUY,200
2009-01-13,AAPL,SELL,200
2009-01-14,AAPL,BUY,200
2009-01-14,AAPL,SELL,200
2009-01-15,AAPL,BUY,200
2009-01-15,AAPL,SELL,200
2009-01-16,AAPL,BUY,200
2009-01-16,AAPL,SELL,200
2009-01-20,AAPL,BUY,200
2009-01-20,AAPL,BUY,200
2009-01-21,AAPL,SELL,200
2009-01-21,AAPL,BUY,200
2009-01-22,AAPL,SELL,200
2009-01-23,AAPL,BUY,200
2009-01-26,AAPL,SELL,200
2009-01-26,AAPL,BUY,200
2009-01-27,AAPL,SELL,200
2009-01-27,AAPL,BUY,200
2009-01-28,AAPL,SELL,200
2009-01-28,AAPL,SELL,200
2009-01-29,AAPL,BUY,200
2009-01-29,AAPL,SELL,200
2009-01-30,AAPL,BUY,200
2009-01-30,AAPL,BUY,200
2009-02-02,AAPL,SELL,200
2009-02-02,AAPL,BUY,200
2009-02-03,AAPL,SELL,200
2009-02-03,AAPL,BUY,200
2009-02-04,AAPL,SELL,200
2009-02-04,AAPL,BUY,200
2009-02-05,AAPL,SELL,200
2009-02-05,AAPL,BUY,200
2009-02-06,AAPL,SELL,200
2009-02-06,AAPL,BUY,200
2009-02-09,AAPL,SELL,200
2009-02-09,AAPL,SELL,200
2009-02-10,AAPL,BUY,200
2009-02-10,AAPL,SELL,200
2009-02-11,AAPL,BUY,200
2009-02-11,AAPL,BUY,200
2009-02-12,AAPL,SELL,200
2009-02-12,AAPL,SELL,200
2009-02-13,AAPL,BUY,200
2009-02-13,AAPL,SELL,200
2009-02-17,AAPL,BUY,200
2009-02-17,AAPL,SELL,200
2009-02-18,AAPL,BUY,200
2009-02-18,AAPL,SELL,200
2009-02-19,AAPL,BUY,200
2009-02-19,AAPL,BUY,200
2009-02-20,AAPL,SELL,200
2009-02-20,AAPL,SELL,200
2009-02-23,AAPL,BUY,200
2009-02-23,AAPL,BUY,200
2009-02-24,AAPL,SELL,200
2009-02-24,AAPL,BUY,200
2009-02-25,AAPL,SELL,200
2009-02-25,AAPL,SELL,200
2009-02-26,AAPL,BUY,200
2009-02-26,AAPL,BUY,200
2009-02-27,AAPL,SELL,200
2009-02-27,AAPL,SELL,200
2009-03-02,AAPL,BUY,200
2009-03-02,AAPL,BUY,200
2009-03-03,AAPL,SELL,200
2009-03-03,AAPL,BUY,200
2009-03-04,AAPL,SELL,200
2009-03-04,AAPL,SELL,200
2009-03-05,AAPL,BUY,200
2009-03-05,AAPL,SELL,200
2009-03-06,AAPL,BUY,200
2009-03-06,AAPL,SELL,200
2009-03-09,AAPL,BUY,200
2009-03-09,AAPL,BUY,200
2009-03-10,AAPL,SELL,200
2009-03-10,AAPL,BUY,200
2009-03-11,AAPL,SELL,200
2009-03-11,AAPL,BUY,200
2009-03-12,AAPL,SELL,200
2009-03-12,AAPL,SELL,200
2009-03-13,AAPL,BUY,200
2009-03-13,AAPL,SELL,200
2009-03-16,AAPL,BUY,200
2009-03-16,AAPL,BUY,200
2009-03-17,AAPL,SELL,200
2009-03-17,AAPL,BUY,200
2009-03-18,AAPL,SELL,200
2009-03-18,AAPL,BUY,200
2009-03-19,AAPL,SELL,200
2009-03-19,AAPL,SELL,200
2009-03-20,AAPL,BUY,200
2009-03-20,AAPL,BUY,200
2009-03-23,AAPL,SELL,200
2009-03-23,AAPL,SELL,200
2009-03-24,AAPL,BUY,200
2009-03-24,AAPL,SELL,200
2009-03-25,AAPL,BUY,200
2009-03-25,AAPL,BUY,200
2009-03-26,AAPL,SELL,200
2009-03-26,AAPL,SELL,200
2009-03-27,AAPL,BUY,200
2009-03-27,AAPL,SELL,200
2009-03-30,AAPL,BUY,200
2009-03-30,AAPL,BUY,200
2009-03-31,AAPL,SELL,200
2009-03-31,AAPL,BUY,200
2009-04-01,AAPL,SELL,200
2009-04-01,AAPL,BUY,200
2009-04-02,AAPL,SELL,200
2009-04-02,AAPL,BUY,200
2009-04-03,AAPL,SELL,200
2009-04-03,AAPL,BUY,200
2009-04-06,AAPL,SELL,200
2009-04-06,AAPL,SELL,200
2009-04-07,AAPL,BUY,200
2009-04-07,AAPL,BUY,200
2009-04-08,AAPL,SELL,200
2009-04-08,AAPL,BUY,200
2009-04-09,AAPL,SELL,200
2009-04-09,AAPL,BUY,200
2009-04-13,AAPL,SELL,200
2009-04-13,AAPL,SELL,200
2009-04-14,AAPL,BUY,200
2009-04-14,AAPL,SELL,200
2009-04-15,AAPL,BUY,200
2009-04-15,AAPL,BUY,200
2009-04-16,AAPL,SELL,200
2009-04-16,AAPL,BUY,200
2009-04-17,AAPL,SELL,200
2009-04-17,AAPL,SELL,200
2009-04-20,AAPL,BUY,200
2009-04-20,AAPL,BUY,200
2009-04-21,AAPL,SELL,200
2009-04-21,AAPL,SELL,200
2009-04-22,AAPL,BUY,200
2009-04-22,AAPL,BUY,200
2009-04-23,AAPL,SELL,200
2009-04-23,AAPL,SELL,200
2009-04-24,AAPL,BUY,200
2009-04-24,AAPL,BUY,200
2009-04-27,AAPL,SELL,200
2009-04-27,AAPL,SELL,200
2009-04-28,AAPL,BUY,200
2009-04-28,AAPL,BUY,200
2009-04-29,AAPL,SELL,200
2009-04-29,AAPL,BUY,200
2009-04-30,AAPL,SELL,200
2009-04-30,AAPL,BUY,200
2009-05-01,AAPL,SELL,200
2009-05-01,AAPL,BUY,200
2009-05-04,AAPL,SELL,200
2009-05-04,AAPL,BUY,200
2009-05-05,AAPL,SELL,200
2009-05-05,AAPL,SELL,200
2009-05-06,AAPL,BUY,200
2009-05-06,AAPL,SELL,200
2009-05-07,AAPL,BUY,200
2009-05-07,AAPL,BUY,200
2009-05-08,AAPL,SELL,200
2009-05-08,AAPL,BUY,200
2009-05-11,AAPL,SELL,200
2009-05-11,AAPL,SELL,200
2009-05-12,AAPL,BUY,200
2009-05-12,AAPL,SELL,200
2009-05-13,AAPL,BUY,200
2009-05-13,AAPL,BUY,200
2009-05-14,AAPL,SELL,200
2009-05-14,AAPL,SELL,200
2009-05-15,AAPL,BUY,200
2009-05-15,AAPL,BUY,200
2009-05-18,AAPL,SELL,200
2009-05-18,AAPL,BUY,200
2009-05-19,AAPL,SELL,200
2009-05-19,AAPL,SELL,200
2009-05-20,AAPL,BUY,200
2009-05-20,AAPL,SELL,200
2009-05-21,AAPL,BUY,200
2009-05-21,AAPL,SELL,200
2009-05-22,AAPL,BUY,200
2009-05-22,AAPL,BUY,200
2009-05-26,AAPL,SELL,200
2009-05-26,AAPL,BUY,200
2009-05-27,AAPL,SELL,200
2009-05-27,AAPL,BUY,200
2009-05-28,AAPL,SELL,200
2009-05-28,AAPL,BUY,200
2009-05-29,AAPL,SELL,200
2009-05-29,AAPL,BUY,200
2009-06-01,AAPL,SELL,200
2009-06-01,AAPL,BUY,200
2009-06-02,AAPL,SELL,200
2009-06-02,AAPL,BUY,200
2009-06-03,AAPL,SELL,200
2009-06-03,AAPL,BUY,200
2009-06-04,AAPL,SELL,200
2009-06-04,AAPL,BUY,200
2009-06-05,AAPL,SELL,200
2009-06-05,AAPL,SELL,200
2009-06-08,AAPL,BUY,200
2009-06-08,AAPL,SELL,200
2009-06-09,AAPL,BUY,200
2009-06-09,AAPL,SELL,200
2009-06-10,AAPL,BUY,200
2009-06-10,AAPL,SELL,200
2009-06-11,AAPL,BUY,200
2009-06-11,AAPL,SELL,200
2009-06-12,AAPL,BUY,200
2009-06-12,AAPL,SELL,200
2009-06-15,AAPL,BUY,200
2009-06-15,AAPL,BUY,200
2009-06-16,AAPL,SELL,200
2009-06-16,AAPL,SELL,200
2009-06-17,AAPL,BUY,200
2009-06-17,AAPL,BUY,200
2009-06-18,AAPL,SELL,200
2009-06-18,AAPL,BUY,200
2009-06-19,AAPL,SELL,200
2009-06-19,AAPL,SELL,200
2009-06-22,AAPL,BUY,200
2009-06-22,AAPL,SELL,200
2009-06-23,AAPL,BUY,200
2009-06-23,AAPL,BUY,200
2009-06-24,AAPL,SELL,200
2009-06-24,AAPL,BUY,200
2009-06-25,AAPL,SELL,200
2009-06-25,AAPL,BUY,200
2009-06-26,AAPL,SELL,200
2009-06-26,AAPL,SELL,200
2009-06-29,AAPL,BUY,200
2009-06-29,AAPL,BUY,200
2009-06-30,AAPL,SELL,200
2009-06-30,AAPL,BUY,200
2009-07-01,AAPL,SELL,200
2009-07-01,AAPL,SELL,200
2009-07-02,AAPL,BUY,200
2009-07-02,AAPL,SELL,200
2009-07-06,AAPL,BUY,200
2009-07-06,AAPL,SELL,200
2009-07-07,AAPL,BUY,200
2009-07-07,AAPL,BUY,200
2009-07-08,AAPL,SELL,200
2009-07-08,AAPL,SELL,200
2009-07-09,AAPL,BUY,200
2009-07-09,AAPL,BUY,200
2009-07-10,AAPL,SELL,200
2009-07-10,AAPL,BUY,200
2009-07-13,AAPL,SELL,200
2009-07-13,AAPL,SELL,200
2009-07-14,AAPL,BUY,200
2009-07-14,AAPL,BUY,200
2009-07-15,AAPL,SELL,200
2009-07-15,AAPL,BUY,200
2009-07-16,AAPL,SELL,200
2009-07-16,AAPL,BUY,200
2009-07-17,AAPL,SELL,200
2009-07-17,AAPL,BUY,200
2009-07-20,AAPL,SELL,200
2009-07-20,AAPL,SELL,200
2009-07-21,AAPL,BUY,200
